Country,League,Season,round,Date,Time,Home,Away,HG,AG,HxG,AxG,HExpG+,AExpG+,Res,PSCH,PSCD,PSCA
Mexico,Liga MX,2024/2025,3,2024/07/17,04:00,Puebla,Leon,2,2,2.7,0.7,2.385,1.285,D,3,3.67,2.34
Mexico,Liga MX,2024/2025,3,2024/07/17,04:05,Cruz Azul,Tijuana,3,0,2.2,0.5,2.56,0.275,H,1.45,4.89,6.91
Mexico,Liga MX,2024/2025,3,2024/07/17,02:00,Atlas,Santos Laguna,1,0,2,0.1,1.55,0.055,H,1.78,3.82,4.69
Mexico,Liga MX,2024/2025,3,2024/07/18,02:00,FC Juarez,UNAM Pumas,1,2,0.9,0.5,0.945,1.175,A,3.29,3.54,2.24
Mexico,Liga MX,2024/2025,3,2024/07/18,02:00,Necaxa,Monterrey,0,1,0.3,0.8,0.165,0.89,A,2.72,3.48,2.64
Mexico,Liga MX,2024/2025,3,2024/07/18,04:00,Tigres UANL,Club America,1,0,1.1,1.6,1.055,0.88,H,2.25,3.4,3.4
Mexico,Liga MX,2024/2025,3,2024/07/18,04:00,Toluca,Mazatlan,3,0,1.2,0.4,2.01,0.22,H,1.24,7.08,10.37
Mexico,Liga MX,2024/2025,4,2024/07/20,02:00,Atletico San Luis,Tijuana,1,1,1.1,1.3,1.055,1.165,D,2.35,3.72,2.95
Mexico,Liga MX,2024/2025,4,2024/07/20,04:05,Puebla,Atlas,1,2,0.8,0.8,0.89,1.34,A,3.09,3.39,2.41
Mexico,Liga MX,2024/2025,4,2024/07/21,00:05,Guadalajara,Mazatlan,2,0,0.7,1,1.285,0.55,H,1.65,4.24,5.16
Mexico,Liga MX,2024/2025,4,2024/07/21,04:05,Cruz Azul,Toluca,1,1,1.7,0.6,1.385,0.78,D,1.99,3.86,3.66
Mexico,Liga MX,2024/2025,4,2024/07/21,04:10,FC Juarez,Club America,1,2,0.4,2.4,0.67,2.22,A,3.47,3.45,2.19
Mexico,Liga MX,2024/2025,4,2024/07/21,02:00,Monterrey,Queretaro,2,1,2.4,1,2.22,1,H,1.34,5.33,9.84
Mexico,Liga MX,2024/2025,4,2024/07/21,02:00,Santos Laguna,Tigres UANL,0,3,0.8,2,0.44,2.45,A,6.15,4.21,1.57
Mexico,Liga MX,2024/2025,4,2024/07/22,02:05,Leon,Necaxa,1,1,1.7,0.4,1.385,0.67,D,2.63,3.51,2.71
Mexico,Liga MX,2024/2025,4,2024/07/22,00:00,UNAM Pumas,Pachuca,2,0,2,0.8,2,0.44,H,2.05,3.74,3.58
Mexico,Liga MX,2024/2025,16,2024/08/17,02:00,Puebla,Monterrey,1,2,1,1.4,1,1.67,A,3.88,3.97,1.9
Mexico,Liga MX,2024/2025,8,2024/08/19,01:05,Tijuana,Santos Laguna,3,1,2.4,1.4,2.67,1.22,H,1.49,4.77,6.4
Mexico,Liga MX,2024/2025,13,2024/08/19,03:00,Atletico San Luis,Queretaro,4,0,3.3,0.3,3.615,0.165,H,1.85,3.94,4.17
Mexico,Liga MX,2024/2025,5,2024/08/24,03:00,Mazatlan,Pachuca,3,0,3.1,0.4,3.055,0.22,H,3.08,3.27,2.48
Mexico,Liga MX,2024/2025,5,2024/08/24,02:00,Queretaro,Cruz Azul,0,2,0.3,2,0.165,2,A,8.02,5.15,1.42
Mexico,Liga MX,2024/2025,5,2024/08/24,04:05,Tijuana,Monterrey,2,2,1.4,2.7,1.67,2.385,D,3.13,3.65,2.28
Mexico,Liga MX,2024/2025,5,2024/08/25,02:00,Tigres UANL,Guadalajara,1,1,1.7,1.3,1.385,1.165,D,2.13,3.46,3.63
Mexico,Liga MX,2024/2025,5,2024/08/25,02:00,Atlas,UNAM Pumas,2,1,1,1.9,1.45,1.495,H,3.1,2.99,2.66
Mexico,Liga MX,2024/2025,5,2024/08/25,04:05,Club America,Puebla,0,1,1.7,0.6,0.935,0.78,A,1.4,5.44,7.24
Mexico,Liga MX,2024/2025,5,2024/08/25,19:00,Toluca,Atletico San Luis,2,1,1.1,1,1.505,1,H,1.5,4.85,6.16
Mexico,Liga MX,2024/2025,5,2024/08/25,00:00,Necaxa,FC Juarez,3,0,1.9,0.8,2.395,0.44,H,2.25,3.55,3.26
Mexico,Liga MX,2024/2025,5,2024/08/25,02:00,Leon,Santos Laguna,1,1,2.4,0.8,1.77,0.89,D,1.49,4.61,6.63
Mexico,Liga MX,2024/2025,6,2024/08/31,02:00,Atletico San Luis,Atlas,2,1,0.8,1.5,1.34,1.275,H,2.63,3.3,2.85
Mexico,Liga MX,2024/2025,6,2024/08/31,04:05,Tijuana,Leon,2,1,1.6,0.4,1.78,0.67,H,2.03,3.69,3.71
Mexico,Liga MX,2024/2025,6,2024/08/31,03:00,Mazatlan,Puebla,1,1,2.1,0.3,1.605,0.615,D,1.7,3.8,5.35
Mexico,Liga MX,2024/2025,6,2024/09/01,04:10,Cruz Azul,Club America,4,1,0.9,0.7,2.295,0.835,H,2.47,3.35,3.03
Mexico,Liga MX,2024/2025,6,2024/09/01,02:00,Monterrey,Toluca,1,2,2.5,0.4,1.825,1.12,A,1.95,3.75,3.9
Mexico,Liga MX,2024/2025,6,2024/09/01,00:05,Guadalajara,FC Juarez,5,0,3.3,1.2,4.065,0.66,H,1.65,4.24,5.09
Mexico,Liga MX,2024/2025,6,2024/09/01,00:00,Pachuca,Queretaro,1,1,2.3,0.1,1.715,0.505,D,1.54,4.38,6.27
Mexico,Liga MX,2024/2025,6,2024/09/02,00:00,UNAM Pumas,Tigres UANL,1,3,1.5,1.4,1.275,2.12,A,2.11,3.5,3.64
Mexico,Liga MX,2024/2025,6,2024/09/02,02:05,Santos Laguna,Necaxa,3,2,1.6,3.3,2.23,2.715,H,3.3,3.67,2.19
Mexico,Liga MX,2024/2025,7,2024/09/14,03:10,Tigres UANL,Atletico San Luis,1,0,0.9,0.4,0.945,0.22,H,1.49,4.91,6.12
Mexico,Liga MX,2024/2025,7,2024/09/14,03:10,FC Juarez,Mazatlan,1,0,0.9,1.3,0.945,0.715,H,2.74,3.33,2.72
Mexico,Liga MX,2024/2025,7,2024/09/14,23:45,Toluca,Tijuana,4,0,3.1,0.9,3.505,0.495,H,1.4,5.37,7.38
Mexico,Liga MX,2024/2025,7,2024/09/14,01:00,Puebla,Queretaro,2,1,1.6,0.6,1.78,0.78,H,2.01,3.52,3.94
Mexico,Liga MX,2024/2025,7,2024/09/14,02:00,Atlas,Pachuca,2,0,1.1,0.3,1.505,0.165,H,2.66,3.09,2.99
Mexico,Liga MX,2024/2025,7,2024/09/14,04:00,Necaxa,UNAM Pumas,2,0,1.6,1,1.78,0.55,H,3.44,3.3,2.27
Mexico,Liga MX,2024/2025,7,2024/09/15,01:50,Club America,Guadalajara,1,0,0.5,0.8,0.725,0.44,H,2.04,3.43,3.96
Mexico,Liga MX,2024/2025,7,2024/09/15,03:35,Leon,Cruz Azul,1,2,1.3,2,1.165,2,A,4.27,3.71,1.88
Mexico,Liga MX,2024/2025,7,2024/09/15,04:00,Santos Laguna,Monterrey,0,2,1.7,2.4,0.935,2.22,A,6.32,4.61,1.51
Mexico,Liga MX,2024/2025,8,2024/09/18,02:00,Pachuca,Toluca,2,2,1.2,1.8,1.56,1.89,D,2.67,3.61,2.62
Mexico,Liga MX,2024/2025,8,2024/09/18,02:00,Atletico San Luis,Cruz Azul,3,1,2.7,0.6,2.835,0.78,H,4.85,3.97,1.73
Mexico,Liga MX,2024/2025,8,2024/09/18,04:00,Queretaro,Tigres UANL,1,0,1.5,1.6,1.275,0.88,H,5.77,4.27,1.59
Mexico,Liga MX,2024/2025,8,2024/09/18,02:00,Club America,Atlas,3,0,1.3,0.6,2.065,0.33,H,1.59,4.1,6.12
Mexico,Liga MX,2024/2025,8,2024/09/18,04:05,UNAM Pumas,Puebla,1,0,2.1,0.3,1.605,0.165,H,1.54,4.38,6.25
Mexico,Liga MX,2024/2025,8,2024/09/19,03:00,Mazatlan,Necaxa,0,0,1.1,0.2,0.605,0.11,D,2.04,3.59,3.77
Mexico,Liga MX,2024/2025,8,2024/09/19,02:05,Guadalajara,Leon,2,0,1.4,0.8,1.67,0.44,H,1.66,4.01,5.4
Mexico,Liga MX,2024/2025,8,2024/09/19,04:00,Monterrey,FC Juarez,3,2,2.7,2.1,2.835,2.055,H,1.43,5.04,7.19
Mexico,Liga MX,2024/2025,9,2024/09/21,02:00,Puebla,Pachuca,2,3,1.5,1.2,1.725,2.01,A,4.53,4.07,1.76
Mexico,Liga MX,2024/2025,9,2024/09/21,02:00,Atlas,Queretaro,0,1,1,1,0.55,1,A,1.7,3.66,5.7
Mexico,Liga MX,2024/2025,9,2024/09/22,02:00,Necaxa,Club America,1,1,1.1,1.5,1.055,1.275,D,3.85,3.58,2.02
Mexico,Liga MX,2024/2025,9,2024/09/22,04:05,Cruz Azul,Guadalajara,1,0,1.9,0.8,1.495,0.44,H,1.8,3.72,4.74
Mexico,Liga MX,2024/2025,9,2024/09/22,02:00,Monterrey,Mazatlan,0,0,0.2,2.1,0.11,1.155,D,1.67,4.01,5.33
Mexico,Liga MX,2024/2025,9,2024/09/22,00:00,Leon,Atletico San Luis,1,0,1.2,1.3,1.11,0.715,H,2.49,3.84,2.69
Mexico,Liga MX,2024/2025,9,2024/09/23,02:05,Santos Laguna,Toluca,2,0,1.4,0.9,1.67,0.495,H,5.74,4.56,1.55
Mexico,Liga MX,2024/2025,9,2024/09/23,00:00,UNAM Pumas,Tijuana,1,0,2.6,0.2,1.88,0.11,H,1.53,4.52,6.06
Mexico,Liga MX,2024/2025,9,2024/09/23,02:10,FC Juarez,Tigres UANL,0,1,0.3,1.9,0.165,1.495,A,4.01,3.78,1.92
Mexico,Liga MX,2024/2025,10,2024/09/28,04:05,Tijuana,Mazatlan,1,0,1,0.6,1,0.33,H,2.68,3.35,2.77
Mexico,Liga MX,2024/2025,10,2024/09/28,03:00,Tigres UANL,Leon,2,2,2.2,0.7,2.11,1.285,D,1.4,5.21,7.71
Mexico,Liga MX,2024/2025,10,2024/09/28,01:00,Puebla,FC Juarez,2,3,3.2,1.2,2.66,2.01,A,2.2,3.55,3.37
Mexico,Liga MX,2024/2025,10,2024/09/28,02:00,Queretaro,Necaxa,0,0,0.5,1.3,0.275,0.715,D,3.35,3.43,2.25
Mexico,Liga MX,2024/2025,10,2024/09/29,04:05,Guadalajara,Monterrey,1,1,1.8,0.3,1.44,0.615,D,2.18,3.31,3.66
Mexico,Liga MX,2024/2025,10,2024/09/29,04:10,Atletico San Luis,Santos Laguna,3,1,1.6,1,2.23,1,H,1.51,4.64,6.4
Mexico,Liga MX,2024/2025,10,2024/09/29,00:00,Toluca,Atlas,4,1,0.8,1.5,2.24,1.275,H,1.6,4.27,5.68
Mexico,Liga MX,2024/2025,10,2024/09/29,02:05,Pachuca,Cruz Azul,2,4,1.8,2.4,1.89,3.12,A,3.32,3.4,2.28
Mexico,Liga MX,2024/2025,10,2024/09/30,01:00,Club America,UNAM Pumas,0,1,0.4,0.8,0.22,0.89,A,2.1,3.39,3.79
Mexico,Liga MX,2024/2025,11,2024/10/05,04:00,Tijuana,Pachuca,2,1,0.8,1.1,1.34,1.055,H,2.51,3.51,2.86
Mexico,Liga MX,2024/2025,11,2024/10/05,03:00,Mazatlan,Queretaro,2,2,1.4,2.1,1.67,2.055,D,1.52,4.45,6.52
Mexico,Liga MX,2024/2025,11,2024/10/06,02:05,Guadalajara,Atlas,2,3,1.2,1.3,1.56,2.065,A,1.83,3.36,5.23
Mexico,Liga MX,2024/2025,11,2024/10/06,00:00,Atletico San Luis,Monterrey,1,0,0.5,0.9,0.725,0.495,H,3.03,3.49,2.4
Mexico,Liga MX,2024/2025,11,2024/10/06,00:00,Tigres UANL,Puebla,1,0,0.7,0.6,0.835,0.33,H,1.32,5.8,9.07
Mexico,Liga MX,2024/2025,11,2024/10/06,00:00,Cruz Azul,Necaxa,3,0,1.9,0.7,2.395,0.385,H,1.44,4.85,7.24
Mexico,Liga MX,2024/2025,11,2024/10/06,04:00,Leon,Club America,1,1,0.6,1.2,0.78,1.11,D,4.08,3.69,1.93
Mexico,Liga MX,2024/2025,11,2024/10/06,02:00,Toluca,UNAM Pumas,1,1,0.5,1.2,0.725,1.11,D,2.09,3.69,3.5
Mexico,Liga MX,2024/2025,11,2024/10/07,03:05,Santos Laguna,FC Juarez,0,2,0.9,1.5,0.495,1.725,A,3.68,3.61,2.06
Mexico,Liga MX,2024/2025,12,2024/10/19,04:05,Puebla,Cruz Azul,1,2,0.4,2.4,0.67,2.22,A,5.77,4.41,1.57
Mexico,Liga MX,2024/2025,12,2024/10/19,04:00,Necaxa,Tijuana,1,2,2.6,1.6,1.88,1.78,A,1.7,4.12,4.81
Mexico,Liga MX,2024/2025,12,2024/10/19,02:00,Queretaro,Toluca,0,1,0.9,1.9,0.495,1.495,A,4.73,4.1,1.72
Mexico,Liga MX,2024/2025,12,2024/10/19,02:00,Atlas,Mazatlan,0,0,0.9,0.7,0.495,0.385,D,2.07,3.23,4.13
Mexico,Liga MX,2024/2025,12,2024/10/20,02:05,Club America,Santos Laguna,3,0,2.8,0.2,2.89,0.11,H,1.25,6.46,11.15
Mexico,Liga MX,2024/2025,12,2024/10/20,04:10,Monterrey,Tigres UANL,4,2,1.7,2,2.735,2,H,2.85,3.22,2.7
Mexico,Liga MX,2024/2025,12,2024/10/20,00:00,Pachuca,Guadalajara,0,2,1,0.3,0.55,1.065,A,2.63,3.29,2.87
Mexico,Liga MX,2024/2025,12,2024/10/20,19:00,UNAM Pumas,Atletico San Luis,3,0,2.3,0.8,2.615,0.44,H,1.67,4.06,5.26
Mexico,Liga MX,2024/2025,12,2024/10/20,02:06,FC Juarez,Leon,2,3,1.1,0.6,1.505,1.68,A,2.52,3.43,2.89
Mexico,Liga MX,2024/2025,13,2024/10/23,02:05,Guadalajara,Necaxa,3,2,1.9,1.2,2.395,1.56,H,1.78,3.75,4.79
Mexico,Liga MX,2024/2025,13,2024/10/23,02:00,Santos Laguna,Pachuca,1,1,1.1,1.8,1.055,1.44,D,4.17,3.79,1.88
Mexico,Liga MX,2024/2025,13,2024/10/23,04:06,Mazatlan,Tigres UANL,2,0,0.8,2.1,1.34,1.155,H,3.33,3.51,2.23
Mexico,Liga MX,2024/2025,13,2024/10/23,04:05,Toluca,Puebla,5,0,3.5,0.5,4.175,0.275,H,1.36,5.58,8.14
Mexico,Liga MX,2024/2025,13,2024/10/24,04:05,Tijuana,Club America,2,2,1.2,1,1.56,1.45,D,3.21,3.94,2.13
Mexico,Liga MX,2024/2025,13,2024/10/24,02:00,Monterrey,UNAM Pumas,0,0,1.1,0.4,0.605,0.22,D,2.07,3.35,3.98
Mexico,Liga MX,2024/2025,13,2024/10/24,04:00,Leon,Atlas,0,0,1,0.2,0.55,0.11,D,2.44,3.21,3.2
Mexico,Liga MX,2024/2025,13,2024/10/24,02:00,Cruz Azul,FC Juarez,4,0,2.7,0.4,3.285,0.22,H,1.27,6.19,10.79
Mexico,Liga MX,2024/2025,14,2024/10/26,04:00,Puebla,Guadalajara,1,0,1.3,1.2,1.165,0.66,H,3.81,3.59,2.03
Mexico,Liga MX,2024/2025,14,2024/10/26,02:00,Santos Laguna,Mazatlan,0,0,1.7,1,0.935,0.55,D,3.57,3.56,2.11
Mexico,Liga MX,2024/2025,14,2024/10/27,03:05,Atlas,Tijuana,0,0,0.6,0.9,0.33,0.495,D,1.84,3.69,4.5
Mexico,Liga MX,2024/2025,14,2024/10/27,00:00,Leon,Queretaro,4,0,0.7,0.7,2.185,0.385,H,1.88,3.75,4.19
Mexico,Liga MX,2024/2025,14,2024/10/27,01:00,UNAM Pumas,Cruz Azul,0,2,0.8,1.1,0.44,1.505,A,3.42,3.22,2.32
Mexico,Liga MX,2024/2025,14,2024/10/27,03:00,Tigres UANL,Pachuca,2,1,0.8,1.1,1.34,1.055,H,1.64,4.14,5.39
Mexico,Liga MX,2024/2025,14,2024/10/28,02:05,Club America,Monterrey,2,1,2,1,2,1,H,2.02,3.48,3.97
Mexico,Liga MX,2024/2025,14,2024/10/28,00:00,Necaxa,Toluca,1,3,1.1,2,1.055,2.45,A,2.74,3.63,2.55
Mexico,Liga MX,2024/2025,14,2024/10/28,00:06,FC Juarez,Atletico San Luis,2,4,1.5,3,1.725,3.45,A,2.51,3.49,2.88
Mexico,Liga MX,2024/2025,15,2024/11/02,03:00,Mazatlan,Club America,0,5,0.4,3,0.22,3.9,A,3.53,3.66,2.09
Mexico,Liga MX,2024/2025,15,2024/11/02,23:00,Toluca,Leon,2,2,2.2,1.5,2.11,1.725,D,1.51,4.76,6
Mexico,Liga MX,2024/2025,15,2024/11/02,23:00,Atletico San Luis,Puebla,2,0,1.3,0.3,1.615,0.165,H,1.75,3.9,4.82
Mexico,Liga MX,2024/2025,15,2024/11/02,01:00,Queretaro,FC Juarez,1,2,0.9,0.6,0.945,1.23,A,2.31,3.33,3.33
Mexico,Liga MX,2024/2025,15,2024/11/02,03:05,Tijuana,Tigres UANL,0,3,1.1,2.6,0.605,2.78,A,3.59,3.78,2.03
Mexico,Liga MX,2024/2025,15,2024/11/03,01:05,Monterrey,Atlas,4,0,2.4,0.8,3.12,0.44,H,1.45,4.53,7.87
Mexico,Liga MX,2024/2025,15,2024/11/03,03:10,Cruz Azul,Santos Laguna,2,0,2.1,0.3,2.055,0.165,H,1.16,8.52,16.53
Mexico,Liga MX,2024/2025,15,2024/11/03,01:05,Guadalajara,UNAM Pumas,0,0,0.5,0.7,0.275,0.385,D,2.24,3.27,3.55
Mexico,Liga MX,2024/2025,15,2024/11/03,03:06,Pachuca,Necaxa,6,2,2.9,0.7,4.295,1.285,H,1.9,3.81,4.07
Mexico,Liga MX,2024/2025,16,2024/11/06,01:00,Leon,Mazatlan,0,0,2.2,1.8,1.21,0.99,D,1.63,4.36,5.19
Mexico,Liga MX,2024/2025,16,2024/11/06,03:05,UNAM Pumas,Queretaro,2,0,1.8,0.1,1.89,0.055,H,1.38,4.87,8.1
Mexico,Liga MX,2024/2025,16,2024/11/06,01:00,Santos Laguna,Guadalajara,0,2,0.9,1,0.495,1.45,A,5.17,4.04,1.68
Mexico,Liga MX,2024/2025,16,2024/11/07,03:05,Atlas,Cruz Azul,2,2,0.9,1.3,1.395,1.615,D,4.93,3.64,1.79
Mexico,Liga MX,2024/2025,16,2024/11/07,01:00,Tigres UANL,Toluca,2,1,1.8,1.7,1.89,1.385,H,1.71,4.15,4.73
Mexico,Liga MX,2024/2025,16,2024/11/07,03:06,FC Juarez,Tijuana,1,1,1.7,1.8,1.385,1.44,D,2.79,3.69,2.48
Mexico,Liga MX,2024/2025,16,2024/11/07,01:00,Club America,Pachuca,2,1,0.5,0.8,1.175,0.89,H,1.7,4.05,4.92
Mexico,Liga MX,2024/2025,16,2024/11/07,01:00,Necaxa,Atletico San Luis,1,1,1.3,0.7,1.165,0.835,D,2.67,3.62,2.62
Mexico,Liga MX,2024/2025,17,2024/11/09,23:05,Guadalajara,Atletico San Luis,0,1,1.1,0.2,0.605,0.56,A,1.74,4.11,4.62
Mexico,Liga MX,2024/2025,17,2024/11/09,03:00,Mazatlan,UNAM Pumas,0,1,0.2,1.6,0.11,1.33,A,3.68,3.37,2.15
Mexico,Liga MX,2024/2025,17,2024/11/09,01:00,Queretaro,Santos Laguna,3,2,2.4,0.6,2.67,1.23,H,1.96,3.63,4.01
Mexico,Liga MX,2024/2025,17,2024/11/10,01:00,Toluca,Club America,4,0,1.2,0.7,2.46,0.385,H,2.94,3.63,2.4
Mexico,Liga MX,2024/2025,17,2024/11/10,23:00,Necaxa,Atlas,0,0,1,1,0.55,0.55,D,2.45,2.94,3.21
Mexico,Liga MX,2024/2025,17,2024/11/10,03:05,Cruz Azul,Tigres UANL,1,1,2.1,1,1.605,1,D,1.86,3.66,4.45
Mexico,Liga MX,2024/2025,17,2024/11/10,01:00,Pachuca,FC Juarez,0,1,0.6,0.6,0.33,0.78,A,1.46,4.84,6.87
Mexico,Liga MX,2024/2025,17,2024/11/11,03:10,Tijuana,Puebla,2,1,1.8,0.8,1.89,0.89,H,1.55,4.55,5.84
Mexico,Liga MX,2024/2025,17,2024/11/11,01:05,Monterrey,Leon,2,1,2.3,1.5,2.165,1.275,H,1.52,4.58,6.21
Mexico,Liga MX,2024/2025,,2024/11/22,01:05,Guadalajara,Atlas,1,2,1.8,1.7,1.44,1.835,A,1.9,3.36,4.73
Mexico,Liga MX,2024/2025,,2024/11/22,03:00,Tijuana,Club America,2,2,0.9,0.9,1.395,1.395,D,2.95,3.39,2.51
Mexico,Liga MX,2024/2025,,2024/11/25,03:00,Tijuana,Atlas,3,0,2.8,0.7,2.89,0.385,H,1.93,3.46,4.39
Mexico,Liga MX,2024/2025,,2024/11/28,03:10,Tijuana,Cruz Azul,3,0,2,0.3,2.45,0.165,H,3.43,3.45,2.21
Mexico,Liga MX,2024/2025,,2024/11/28,01:00,Club America,Toluca,2,0,1.4,0.7,1.67,0.385,H,2.28,3.44,3.29
Mexico,Liga MX,2024/2025,,2024/11/29,03:10,Monterrey,UNAM Pumas,1,0,1.3,0.9,1.165,0.495,H,2.31,2.96,3.79
Mexico,Liga MX,2024/2025,,2024/11/29,01:00,Atletico San Luis,Tigres UANL,3,0,0.5,1.1,1.625,0.605,H,3.71,3.11,2.26
Mexico,Liga MX,2024/2025,,2024/11/30,23:00,Toluca,Club America,0,2,1.5,1.2,0.825,1.56,A,2.25,3.54,3.26
Mexico,Liga MX,2024/2025,,2024/12/01,18:00,UNAM Pumas,Monterrey,3,5,2.7,1.6,2.835,3.13,A,1.88,3.58,4.47
Mexico,Liga MX,2024/2025,,2024/12/01,01:10,Cruz Azul,Tijuana,3,0,4.5,0.9,3.825,0.495,H,1.24,6.17,12.96
Mexico,Liga MX,2024/2025,,2024/12/02,01:00,Tigres UANL,Atletico San Luis,0,0,2.8,1,1.54,0.55,D,1.39,5.13,8.04
Mexico,Liga MX,2024/2025,,2024/12/05,03:00,Atletico San Luis,Monterrey,2,1,1.4,1.2,1.67,1.11,H,3.2,3.09,2.52
Mexico,Liga MX,2024/2025,,2024/12/06,02:00,Club America,Cruz Azul,0,0,0.5,0.3,0.275,0.165,D,2.45,3.26,3
Mexico,Liga MX,2024/2025,,2024/12/08,02:00,Monterrey,Atletico San Luis,5,1,1.7,1.7,3.185,1.385,H,1.63,4.19,5.49
Mexico,Liga MX,2024/2025,,2024/12/09,01:00,Cruz Azul,Club America,3,4,2.3,1.1,2.615,2.405,A,2.26,3.14,3.66
Mexico,Liga MX,2024/2025,,2024/12/13,02:00,Club America,Monterrey,2,1,1.6,0.6,1.78,0.78,H,1.98,3.28,4.45
Mexico,Liga MX,2024/2025,,2024/12/16,01:00,Monterrey,Club America,1,1,1.1,0.6,1.055,0.78,D,2.28,3.23,3.51
Mexico,Liga MX,2024/2025,1,2025/01/11,03:05,Tijuana,Toluca,2,4,2.4,3.3,2.22,3.615,A,2.61,3.58,2.7
Mexico,Liga MX,2024/2025,1,2025/01/11,03:00,Mazatlan,FC Juarez,1,1,0.5,1.8,0.725,1.44,D,1.86,3.73,4.35
Mexico,Liga MX,2024/2025,1,2025/01/11,01:00,Queretaro,Club America,0,1,0.4,2.7,0.22,1.935,A,2.12,3.62,3.49
Mexico,Liga MX,2024/2025,1,2025/01/11,23:00,Atletico San Luis,Tigres UANL,1,3,0.8,1.7,0.89,2.285,A,3.63,3.45,2.14
Mexico,Liga MX,2024/2025,1,2025/01/12,03:05,Cruz Azul,Atlas,1,1,1.4,0.9,1.22,0.945,D,1.39,4.8,9.12
Mexico,Liga MX,2024/2025,1,2025/01/12,18:00,UNAM Pumas,Necaxa,2,1,1.7,1.8,1.835,1.44,H,1.79,3.6,5.02
Mexico,Liga MX,2024/2025,1,2025/01/12,01:05,Guadalajara,Santos Laguna,1,0,1.9,0.2,1.495,0.11,H,1.5,4.33,7.13
Mexico,Liga MX,2024/2025,1,2025/01/13,01:00,Monterrey,Puebla,1,1,0.8,0.7,0.89,0.835,D,1.3,5.72,10.64
Mexico,Liga MX,2024/2025,2,2025/01/17,02:10,Club America,Tijuana,1,1,2.1,0.6,1.605,0.78,D,2.66,3.48,2.7
Mexico,Liga MX,2024/2025,2,2025/01/18,03:05,Necaxa,Guadalajara,3,2,0.9,1.8,1.845,1.89,H,2.75,3.24,2.78
Mexico,Liga MX,2024/2025,2,2025/01/18,01:00,Tigres UANL,Mazatlan,2,1,0.8,0.6,1.34,0.78,H,1.41,4.92,7.89
Mexico,Liga MX,2024/2025,2,2025/01/18,23:00,FC Juarez,Cruz Azul,1,0,0.2,0.3,0.56,0.165,H,5.41,4.13,1.65
Mexico,Liga MX,2024/2025,2,2025/01/18,01:00,Puebla,Atletico San Luis,1,2,0.2,0.3,0.56,1.065,A,2.85,3.37,2.59
Mexico,Liga MX,2024/2025,2,2025/01/19,01:00,Toluca,Monterrey,1,1,0.4,0.9,0.67,0.945,D,1.77,3.95,4.59
Mexico,Liga MX,2024/2025,2,2025/01/19,03:00,Atlas,Leon,1,2,0.7,1.3,0.835,1.615,A,2.69,3.19,2.88
Mexico,Liga MX,2024/2025,2,2025/01/19,23:00,Queretaro,UNAM Pumas,3,2,0.6,1.7,1.68,1.835,H,4.53,3.34,1.94
Mexico,Liga MX,2024/2025,2,2025/01/21,01:00,Pachuca,Santos Laguna,2,1,1,1.2,1.45,1.11,H,1.41,4.87,8.08
Mexico,Liga MX,2024/2025,3,2025/01/25,01:00,Atletico San Luis,Necaxa,0,3,1.3,2.1,0.715,2.505,A,2.68,3.41,2.73
Mexico,Liga MX,2024/2025,3,2025/01/25,23:00,Cruz Azul,Puebla,1,1,0.8,0.3,0.89,0.615,D,1.29,5.74,11.04
Mexico,Liga MX,2024/2025,3,2025/01/25,23:00,Leon,FC Juarez,1,0,1.9,0.6,1.495,0.33,H,1.79,3.9,4.51
Mexico,Liga MX,2024/2025,3,2025/01/25,03:00,Mazatlan,Toluca,2,1,1.6,0.9,1.78,0.945,H,3.2,3.54,2.28
Mexico,Liga MX,2024/2025,3,2025/01/25,03:00,Tijuana,Queretaro,2,1,1.4,0.7,1.67,0.835,H,1.56,4.18,6.3
Mexico,Liga MX,2024/2025,3,2025/01/26,01:05,Guadalajara,Tigres UANL,1,1,0.9,1.4,0.945,1.22,D,2.98,2.97,2.77
Mexico,Liga MX,2024/2025,3,2025/01/26,03:10,Monterrey,Pachuca,2,3,1.4,1.6,1.67,2.23,A,1.85,3.75,4.38
Mexico,Liga MX,2024/2025,3,2025/01/26,01:05,Santos Laguna,Club America,1,4,2.8,3.4,1.99,3.67,A,5.91,3.98,1.62
Mexico,Liga MX,2024/2025,3,2025/01/26,18:00,UNAM Pumas,Atlas,0,0,0.7,0.4,0.385,0.22,D,1.72,3.56,5.69
Mexico,Liga MX,2024/2025,4,2025/01/29,03:00,Tigres UANL,Tijuana,4,0,3.5,0.7,3.725,0.385,H,1.47,4.75,6.68
Mexico,Liga MX,2024/2025,4,2025/01/29,01:00,Puebla,Mazatlan,0,1,1.4,0.8,0.77,0.89,A,2.43,3.23,3.2
Mexico,Liga MX,2024/2025,4,2025/01/29,01:00,Club America,Atletico San Luis,3,0,2.3,0.2,2.615,0.11,H,1.44,4.76,7.49
Mexico,Liga MX,2024/2025,4,2025/01/29,03:00,Leon,Guadalajara,2,1,1.4,0.9,1.67,0.945,H,2.91,3.14,2.7
Mexico,Liga MX,2024/2025,4,2025/01/29,03:05,Necaxa,Cruz Azul,1,3,1.8,1.9,1.44,2.395,A,3.6,3.26,2.23
Mexico,Liga MX,2024/2025,4,2025/01/30,01:00,Atlas,Monterrey,3,3,1.1,1.1,1.955,1.955,D,3.71,3.33,2.16
